KME	HRZA	Kamembe Airport	medium_airport	SRID=4326;POINT(28.9078998566 -2.4622399807)	Africa	Rwanda	RW	Western Province	RW-04	Kamembe		https://en.wikipedia.org/wiki/Kamembe_Airport
GYI	HRYG	Gisenyi Airport	medium_airport	SRID=4326;POINT(29.2588996887 -1.6771999598)	Africa	Rwanda	RW	Western Province	RW-04	Gisenyi		https://en.wikipedia.org/wiki/Grayson_County_Airport
ZSE	FMEP	Pierrefonds Airport	medium_airport	SRID=4326;POINT(55.422506 -21.319362)	Africa	Réunion	RE	Saint-Pierre Arrondissement	RE-SR	Saint-Pierre	http://www.grandsudreunion.org/FR2004/aeroport.php	https://en.wikipedia.org/wiki/Pierrefonds_Airport
SBH	TFFJ	Saint Barthélemy - Gustaf III Airport	medium_airport	SRID=4326;POINT(-62.843601 17.9044)	North America	Saint Barthélemy	BL	(unassigned)	BL-U-A	Gustavia		
ASI	FHAW	RAF Ascension Island	medium_airport	SRID=4326;POINT(-14.3937 -7.9696)	Africa	Saint Helena, Ascension and Tristan da Cunha	SH	Ascension	SH-AC	Cat Hill	http://www.raf.mod.uk/organisation/stations.cfm?selectStation=9DEB5257-FDEF-6850-8B1CFF5050616CC1#cgi.script_name#	https://en.wikipedia.org/wiki/RAF_Ascension_Island
SKB	TKPK	Robert L. Bradshaw International Airport	medium_airport	SRID=4326;POINT(-62.7187004089 17.3111991882)	North America	Saint Kitts and Nevis	KN	(unassigned)	KN-U-A	Basseterre		https://en.wikipedia.org/wiki/Robert_L._Bradshaw_International_Airport
NEV	TKPN	Vance W. Amory International Airport	medium_airport	SRID=4326;POINT(-62.5899009705 17.2056999207)	North America	Saint Kitts and Nevis	KN	(unassigned)	KN-U-A	Charlestown		https://en.wikipedia.org/wiki/Vance_W._Amory_International_Airport
SLU	TLPC	George F. L. Charles Airport	medium_airport	SRID=4326;POINT(-60.992901 14.0202)	North America	Saint Lucia	LC	Castries	LC-02	Castries	http://www.slaspa.com/contentPages/view/george-f-l-charles-airport	https://en.wikipedia.org/wiki/George_F._L._Charles_Airport
SFG	TFFG	Grand Case-l'Espérance Airport	medium_airport	SRID=4326;POINT(-63.047444 18.100057)	North America	Saint Martin	MF	(unassigned)	MF-U-A	Grand Case		https://en.wikipedia.org/wiki/Grand_Case-Esp%C3%A9rance_Airport
FSP	LFVP	St Pierre Airport	medium_airport	SRID=4326;POINT(-56.1730995178 46.7629013062)	North America	Saint Pierre and Miquelon	PM	Saint-Pierre	PM-SP	Saint-Pierre		https://en.wikipedia.org/wiki/Saint-Pierre_Airport
CIW	TVSC	Canouan Airport	medium_airport	SRID=4326;POINT(-61.3424 12.699)	North America	Saint Vincent and the Grenadines	VC	Grenadines	VC-06	Canouan		https://en.wikipedia.org/wiki/Canouan_Airport
SVD	TVSA	Argyle International Airport	medium_airport	SRID=4326;POINT(-61.149945 13.156695)	North America	Saint Vincent and the Grenadines	VC	Saint George	VC-04	Kingstown	http://www.svgiadc.com	https://en.m.wikipedia.org/wiki/Argyle_International_Airport
UNI	TVSU	Union Island International Airport	medium_airport	SRID=4326;POINT(-61.411945 12.600135)	North America	Saint Vincent and the Grenadines	VC	Grenadines	VC-06	Union Island		https://en.wikipedia.org/wiki/Union_Island_Airport
BQU	TVSB	J F Mitchell Airport	medium_airport	SRID=4326;POINT(-61.262001 12.9884)	North America	Saint Vincent and the Grenadines	VC	Grenadines	VC-06	Bequia	https://security.gov.vc/security/index.php?option=com_content&view=article&id=8&Itemid=11	https://en.wikipedia.org/wiki/J._F._Mitchell_Airport
MQS	TVSM	Mustique Airport	medium_airport	SRID=4326;POINT(-61.180199 12.8879)	North America	Saint Vincent and the Grenadines	VC	Grenadines	VC-06	Lovell		https://en.wikipedia.org/wiki/Mustique_Airport
APW	NSFA	Faleolo International Airport	medium_airport	SRID=4326;POINT(-172.0079956055 -13.8299999237)	Oceania	Samoa	WS	A'ana District	WS-AA	Apia		https://en.wikipedia.org/wiki/Faleolo_International_Airport
GIZ	OEGN	Jizan Regional Airport / King Abdullah bin Abdulaziz Airport	medium_airport	SRID=4326;POINT(42.5858 16.9011)	Asia	Saudi Arabia	SA	Jlzan Region	SA-09	Jizan		https://en.wikipedia.org/wiki/Jizan_Regional_Airport
TUU	OETB	Tabuk Airport	medium_airport	SRID=4326;POINT(36.6189 28.3654)	Asia	Saudi Arabia	SA	Tabuk Region	SA-07	Tabuk		https://en.wikipedia.org/wiki/Tabuk_Regional_Airport
TIF	OETF	Ta’if Regional Airport	medium_airport	SRID=4326;POINT(40.543442 21.483001)	Asia	Saudi Arabia	SA	Makkah Region	SA-02	Ta’if		https://en.wikipedia.org/wiki/Ta%E2%80%99if_Regional_Airport
ELQ	OEGS	Gassim Airport	medium_airport	SRID=4326;POINT(43.774399 26.302799)	Asia	Saudi Arabia	SA	Al Qasim Region	SA-05	Buraidah		https://en.wikipedia.org/wiki/Gassim_Regional_Airport
RAE	OERR	Arar Domestic Airport	medium_airport	SRID=4326;POINT(41.1381988525 30.9066009521)	Asia	Saudi Arabia	SA	The Northern Border Region	SA-08	Arar		https://en.wikipedia.org/wiki/Arar_Domestic_Airport
HAS	OEHL	Ha'il Airport	medium_airport	SRID=4326;POINT(41.686298 27.437901)	Asia	Saudi Arabia	SA	Ha'il Region	SA-06	Ha'il		https://en.wikipedia.org/wiki/Ha'il_Regional_Airport
HOF	OEAH	Al-Ahsa International Airport	medium_airport	SRID=4326;POINT(49.485199 25.285299)	Asia	Saudi Arabia	SA	Ash Sharqiyah Region	SA-04	Hofuf		https://en.wikipedia.org/wiki/Al-Ahsa_Domestic_Airport
AQI	OEPA	Al Qaisumah/Hafr Al Batin Airport	medium_airport	SRID=4326;POINT(46.125099 28.335199)	Asia	Saudi Arabia	SA	Ash Sharqiyah Region	SA-04	Qaisumah		https://en.wikipedia.org/wiki/Al_Qaisumah/Hafr_Al_Batin_Airport
TUI	OETR	Turaif Domestic Airport	medium_airport	SRID=4326;POINT(38.731544 31.692188)	Asia	Saudi Arabia	SA	The Northern Border Region	SA-08	Turaif		https://en.wikipedia.org/wiki/Turaif_Domestic_Airport
WAE	OEWD	Wadi Al Dawasir Domestic Airport	medium_airport	SRID=4326;POINT(45.1996 20.504299)	Asia	Saudi Arabia	SA	Riyadh Region	SA-01	Wadi Al Dawasir		https://en.wikipedia.org/wiki/Wadi_al-Dawasir_Domestic_Airport
ABT	OEBA	King Saud Bin Abdulaziz (Al Baha) Airport	medium_airport	SRID=4326;POINT(41.636153 20.298506)	Asia	Saudi Arabia	SA	Al Batah Region	SA-11	Al-Baha		https://en.wikipedia.org/wiki/Al-Baha_Domestic_Airport
BHH	OEBH	Bisha Airport	medium_airport	SRID=4326;POINT(42.620899 19.9844)	Asia	Saudi Arabia	SA	Asir Region	SA-14	Bisha		https://en.wikipedia.org/wiki/Bisha_Domestic_Airport
URY	OEGT	Gurayat Domestic Airport	medium_airport	SRID=4326;POINT(37.278898 31.412413)	Asia	Saudi Arabia	SA	Al Jawf Region	SA-12	Gurayat		https://en.wikipedia.org/wiki/Gurayat_Domestic_Airport
EAM	OENG	Najran Domestic Airport	medium_airport	SRID=4326;POINT(44.419201 17.611401)	Asia	Saudi Arabia	SA	Najran Region	SA-10	Najran		https://en.wikipedia.org/wiki/Najran_Domestic_Airport
RAH	OERF	Rafha Domestic Airport	medium_airport	SRID=4326;POINT(43.4906005859 29.6263999939)	Asia	Saudi Arabia	SA	The Northern Border Region	SA-08	Rafha		https://en.wikipedia.org/wiki/Rafha_Domestic_Airport
YNB	OEYN	Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport	medium_airport	SRID=4326;POINT(38.0634 24.144199)	Asia	Saudi Arabia	SA	Al Madinah Region	SA-03	Yanbu	https://gaca.gov.sa/web/en-gb/airport/prince-abdulmohsin-bin-abdulaziz-airport	https://en.wikipedia.org/wiki/Yanbu_Airport
AJF	OESK	Al-Jawf Domestic Airport	medium_airport	SRID=4326;POINT(40.0999984741 29.7851009369)	Asia	Saudi Arabia	SA	Al Jawf Region	SA-12	Al-Jawf		https://en.wikipedia.org/wiki/Al-Jawf_Domestic_Airport
SHW	OESH	Sharurah Domestic Airport	medium_airport	SRID=4326;POINT(47.121399 17.4669)	Asia	Saudi Arabia	SA	Najran Region	SA-10	Sharurah		https://en.wikipedia.org/wiki/Sharurah_Domestic_Airport
AKH	OEPS	Prince Sultan Air Base	medium_airport	SRID=4326;POINT(47.580502 24.0627)	Asia	Saudi Arabia	SA	Riyadh Region	SA-01	Al Kharj		https://en.wikipedia.org/wiki/Prince_Sultan_Air_Base
EJH	OEWJ	Al Wajh Domestic Airport	medium_airport	SRID=4326;POINT(36.476398 26.198601)	Asia	Saudi Arabia	SA	Tabuk Region	SA-07	Al Wajh		https://en.wikipedia.org/wiki/Al_Wajh_Domestic_Airport
KMC	OEKK	King Khaled Military City Airport	medium_airport	SRID=4326;POINT(45.528198 27.9009)	Asia	Saudi Arabia	SA	Ash Sharqiyah Region	SA-04	King Khaled Military City		https://en.wikipedia.org/wiki/King_Khaled_Military_City_Airport
ULH	OEAO	Majeed Bin Abdulaziz Airport	medium_airport	SRID=4326;POINT(38.116944 26.483333)	Asia	Saudi Arabia	SA	Al Madinah Region	SA-03	Al Ula		https://en.wikipedia.org/wiki/Prince_Abdul_Majeed_bin_Abdulaziz_Domestic_Airport
DWD		King Salman Abdulaziz Airport	medium_airport	SRID=4326;POINT(44.121201 24.4499)	Asia	Saudi Arabia	SA	Riyadh Region	SA-01	Dawadmi		https://en.wikipedia.org/wiki/Dawadmi_Domestic_Airport
NUM	OENN	Neom Bay Airport	medium_airport	SRID=4326;POINT(35.28874 27.927598)	Asia	Saudi Arabia	SA	Tabuk Region	SA-07	Sharma		https://en.wikipedia.org/wiki/Neom_Airport
KMX	OEKM	King Khalid Air Base	medium_airport	SRID=4326;POINT(42.803501 18.2973)	Asia	Saudi Arabia	SA	Asir Region	SA-14	Khamis Mushait		https://en.wikipedia.org/wiki/King_Khalid_Air_Base
RSI		Red Sea International Airport	medium_airport	SRID=4326;POINT(37.088914 25.627975)	Asia	Saudi Arabia	SA	Tabuk Region	SA-07	Hanak	https://www.redseaglobal.com/our-destinations/the-red-sea/red-sea-international-airport	https://en.wikipedia.org/wiki/Red_Sea_International_Airport
QJB		Jubail Airport	medium_airport	SRID=4326;POINT(49.405102 27.039)	Asia	Saudi Arabia	SA	Ash Sharqiyah Region	SA-04	Jubail		https://en.wikipedia.org/wiki/Jubail_Airport
DKR	GOOY	Léopold Sédar Senghor International Airport	medium_airport	SRID=4326;POINT(-17.4902 14.7397)	Africa	Senegal	SN	Dakar Region	SN-DK	Dakar	http://www.aeroportdakar.com/	https://en.wikipedia.org/wiki/Dakar-Yoff-L%C3%A9opold_S%C3%A9dar_Senghor_International_Airport
CSK	GOGS	Cap Skirring Airport	medium_airport	SRID=4326;POINT(-16.748 12.39533)	Africa	Senegal	SN	Ziguinchor Region	SN-ZG	Cap Skirring		https://en.wikipedia.org/wiki/Cap_Skirring_Airport
KLC	GOOK	Kaolack Airport	medium_airport	SRID=4326;POINT(-16.0513000488 14.146900177)	Africa	Senegal	SN	Fatick Region	SN-FK	Kaolack		https://en.wikipedia.org/wiki/Kaolack_Airport
BXE	GOTB	Bakel Airport	medium_airport	SRID=4326;POINT(-12.4682998657 14.8472995758)	Africa	Senegal	SN	Tambacounda Region	SN-TC	Bakel		https://en.wikipedia.org/wiki/Bakel_Airport
XLS	GOSS	Saint Louis Airport	medium_airport	SRID=4326;POINT(-16.461039 16.049814)	Africa	Senegal	SN	Saint-Louis Region	SN-SL	Saint Louis		https://en.wikipedia.org/wiki/Saint_Louis_Airport
TUD	GOTT	Tambacounda Airport	medium_airport	SRID=4326;POINT(-13.6531 13.7368)	Africa	Senegal	SN	Tambacounda Region	SN-TC	Tambacounda		https://en.wikipedia.org/wiki/Tambacounda_Airport
ZIG	GOGG	Ziguinchor Airport	medium_airport	SRID=4326;POINT(-16.281799 12.5556)	Africa	Senegal	SN	Ziguinchor Region	SN-ZG	Ziguinchor		https://en.wikipedia.org/wiki/Ziguinchor_Airport
KGG	GOTK	Kédougou Airport	medium_airport	SRID=4326;POINT(-12.2202997208 12.5722999573)	Africa	Senegal	SN	Tambacounda Region	SN-TC	Kédougou		https://en.wikipedia.org/wiki/K%C3%A9dougou_Airport
MAX	GOSM	Ouro Sogui Airport	medium_airport	SRID=4326;POINT(-13.3228 15.5936)	Africa	Senegal	SN	Matam Region	SN-MT	Ouro Sogui		https://en.wikipedia.org/wiki/Ouro_Sogui_Airport
INI	LYNI	Niš Constantine the Great Airport	medium_airport	SRID=4326;POINT(21.85451 43.337009)	Europe	Serbia	RS	Nišava District	RS-20	Niš		https://en.wikipedia.org/wiki/Ni%C5%A1_Constantine_the_Great_Airport
KVO	LYKV	Morava Airport	medium_airport	SRID=4326;POINT(20.586662 43.817519)	Europe	Serbia	RS	Raška District	RS-18	Kraljevo		https://en.wikipedia.org/wiki/Morava_Airport
BJY	LYBT	Batajnica Air Base	medium_airport	SRID=4326;POINT(20.2575 44.935299)	Europe	Serbia	RS	Beograd (city)	RS-00	Zemun		https://en.wikipedia.org/wiki/Batajnica_Air_Base
UZC	LYUZ	Ponikve Airport	medium_airport	SRID=4326;POINT(19.697701 43.898899)	Europe	Serbia	RS	Zlatibor District	RS-16	Stapari	http://aerodromponikve.rs	https://en.wikipedia.org/wiki/U%C5%BEice-Ponikve_Airport
PRI	FSPP	Praslin Island Airport	medium_airport	SRID=4326;POINT(55.691561 -4.319256)	Africa	Seychelles	SC	Grand' Anse (Praslin)	SC-14	Praslin Island		https://en.wikipedia.org/wiki/Praslin_Island_Airport
KEN	GFKE	Kenema Airport	medium_airport	SRID=4326;POINT(-11.174126 7.896364)	Africa	Sierra Leone	SL	Eastern Province	SL-E	Kenema		https://en.wikipedia.org/wiki/Kenema_Airport
KBS	GFBO	Bo Airport	medium_airport	SRID=4326;POINT(-11.761 7.9444)	Africa	Sierra Leone	SL	Southern Province	SL-S	Bo		https://en.wikipedia.org/wiki/Bo_Airport
WYE	GFYE	Yengema Airport	medium_airport	SRID=4326;POINT(-11.0454 8.61047)	Africa	Sierra Leone	SL	Eastern Province	SL-E	Yengema		https://en.wikipedia.org/wiki/Yengema_Airport
XSP	WSSL	Seletar Airport	medium_airport	SRID=4326;POINT(103.86673 1.41555)	Asia	Singapore	SG	North East	SG-02	Seletar		https://en.wikipedia.org/wiki/Seletar_Airport
QPG	WSAP	Paya Lebar Air Base	medium_airport	SRID=4326;POINT(103.910004 1.36042)	Asia	Singapore	SG	South East	SG-04	Paya Lebar		https://en.wikipedia.org/wiki/Paya_Lebar_Airbase
TGA	WSAT	Tengah Air Base	medium_airport	SRID=4326;POINT(103.708291 1.387561)	Asia	Singapore	SG	North West	SG-03	Western Water Catchment		https://en.wikipedia.org/wiki/Tengah_Air_Base
KSC	LZKZ	Košice International Airport	medium_airport	SRID=4326;POINT(21.2411 48.663101)	Europe	Slovakia	SK	Košice Region	SK-KI	Košice		https://en.wikipedia.org/wiki/Ko%C5%A1ice_International_Airport
SLD	LZSL	Sliač Airport	medium_airport	SRID=4326;POINT(19.1340999603 48.6377983093)	Europe	Slovakia	SK	Banská Bystrica Region	SK-BC	Sliač	http://www.airportsliac.sk/home-engle.html	https://en.wikipedia.org/wiki/Slia%C4%8D_Airport
TAT	LZTT	Poprad-Tatry Airport	medium_airport	SRID=4326;POINT(20.2411 49.073601)	Europe	Slovakia	SK	Prešov Region	SK-PV	Poprad	https://www.popradtatry.aero/	https://en.wikipedia.org/wiki/Poprad-Tatry_Airport
PZY	LZPP	Piešťany Airport	medium_airport	SRID=4326;POINT(17.8283996582 48.6251983643)	Europe	Slovakia	SK	Trnava Region	SK-TA	Piešťany	http://www.ba.psg.sk/prezenta/airport-piestany/	https://en.wikipedia.org/wiki/Pie%C5%A1%C5%A5any_Airport
ILZ	LZZI	Žilina-Dolný Hričov Airport	medium_airport	SRID=4326;POINT(18.613386 49.233292)	Europe	Slovakia	SK	Žilina Region	SK-ZI	Dolný Hričov		https://en.wikipedia.org/wiki/%C5%BDilina_Airport
MBX	LJMB	Maribor Edvard Rusjan Airport	medium_airport	SRID=4326;POINT(15.6861 46.4799)	Europe	Slovenia	SI	Hoče-Slivnica Municipality	SI-160	Orehova Vas	https://www.mbx-airport.si/en/airport	https://en.wikipedia.org/wiki/Maribor_Airport
POW	LJPZ	Portorož Airport	medium_airport	SRID=4326;POINT(13.615951 45.47201)	Europe	Slovenia	SI	Piran Municipality	SI-090	Sečovlje	http://www.portoroz-airport.si/	https://en.wikipedia.org/wiki/Portoro%C5%BE_Airport
MUA	AGGM	Munda Airport	medium_airport	SRID=4326;POINT(157.263 -8.32797)	Oceania	Solomon Islands	SB	Western Province	SB-WE	Munda		https://en.wikipedia.org/wiki/Munda_Airport
MGQ	HCMM	Aden Adde International Airport	medium_airport	SRID=4326;POINT(45.3046989441 2.0144400597)	Africa	Somalia	SO	Banaadir	SO-BN	Mogadishu		https://en.wikipedia.org/wiki/Aden_Adde_International_Airport
KMU	HCMK	Kismayo Airport	medium_airport	SRID=4326;POINT(42.459202 -0.377353)	Africa	Somalia	SO	Lower Juba	SO-JH	Kismayo		https://en.wikipedia.org/wiki/Kismayo_Airport
HGA	HCMH	Egal International Airport	medium_airport	SRID=4326;POINT(44.082389 9.513207)	Africa	Somalia	SO	Maroodi Jeex	SO-WO	Hargeisa		https://en.wikipedia.org/wiki/Hargeisa_International_Airport
BBO	HCMI	Berbera Airport	medium_airport	SRID=4326;POINT(44.936723 10.385035)	Africa	Somalia	SO	Maroodi Jeex	SO-WO	Berbera		https://en.wikipedia.org/wiki/Berbera_Airport
HLA	FALA	Lanseria International Airport	medium_airport	SRID=4326;POINT(27.9261 -25.938499)	Africa	South Africa	ZA	Gauteng	ZA-GT	Johannesburg		https://en.wikipedia.org/wiki/Lanseria_Airport
PLZ	FAPE	Chief Dawid Stuurman International Airport	medium_airport	SRID=4326;POINT(25.6173 -33.984901)	Africa	South Africa	ZA	Eastern Cape	ZA-EC	Gqeberha (Port Elizabeth)	http://www.acsa.co.za/home.asp?pid=236	https://en.wikipedia.org/wiki/Chief_Dawid_Stuurman_International_Airport
QRA	FAGM	Rand Airport	medium_airport	SRID=4326;POINT(28.151199 -26.2425)	Africa	South Africa	ZA	Gauteng	ZA-GT	Johannesburg		https://en.wikipedia.org/wiki/Rand_Airport
PRY	FAWB	Wonderboom Airport	medium_airport	SRID=4326;POINT(28.224199 -25.6539)	Africa	South Africa	ZA	Gauteng	ZA-GT	Pretoria	http://www.wonderboomairport.co.za/	https://en.wikipedia.org/wiki/Wonderboom_Airport
ELS	FAEL	King Phalo Airport	medium_airport	SRID=4326;POINT(27.825899 -33.035599)	Africa	South Africa	ZA	Eastern Cape	ZA-EC	East London	http://www.airports.co.za/home.asp?pid=415	https://en.wikipedia.org/wiki/East_London_Airport
MQP	FAKN	Kruger Mpumalanga International Airport	medium_airport	SRID=4326;POINT(31.1056003571 -25.3831996918)	Africa	South Africa	ZA	Mpumalanga	ZA-MP	Mpumalanga		https://en.wikipedia.org/wiki/Kruger_Mpumalanga_International_Airport
GCJ	FAGC	Grand Central Airport	medium_airport	SRID=4326;POINT(28.1401004791 -25.9862995148)	Africa	South Africa	ZA	Gauteng	ZA-GT	Midrand		https://en.wikipedia.org/wiki/Grand_Central_Airport
GRJ	FAGG	George Airport	medium_airport	SRID=4326;POINT(22.378902 -34.0056)	Africa	South Africa	ZA	Western Cape	ZA-WC	George		https://en.wikipedia.org/wiki/George_Airport
BFN	FABL	Bram Fischer International Airport	medium_airport	SRID=4326;POINT(26.302401 -29.092699)	Africa	South Africa	ZA	Free State	ZA-FS	Bloemfontain		https://en.wikipedia.org/wiki/Bloemfontein_Airport
UTN	FAUP	Pierre Van Ryneveld Airport	medium_airport	SRID=4326;POINT(21.2602005005 -28.39909935)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Upington		https://en.wikipedia.org/wiki/Upington_Airport
KIM	FAKM	Kimberley Airport	medium_airport	SRID=4326;POINT(24.7651996613 -28.8027992249)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Kimberley		https://en.wikipedia.org/wiki/Kimberley_Airport
PZB	FAPM	Pietermaritzburg Airport	medium_airport	SRID=4326;POINT(30.3987007141 -29.6490001678)	Africa	South Africa	ZA	Kwazulu-Natal	ZA-NL	Pietermaritzburg		https://en.wikipedia.org/wiki/Pietermaritzburg_Airport
PCF	FAPS	Potchefstroom Airport	medium_airport	SRID=4326;POINT(27.0818996429 -26.670999527)	Africa	South Africa	ZA	North-West	ZA-NW	Potchefstroom		
PHW	FAPH	Hendrik Van Eck Airport	medium_airport	SRID=4326;POINT(31.1553993225 -23.9372005463)	Africa	South Africa	ZA	Limpopo	ZA-NP	Phalaborwa		https://en.wikipedia.org/wiki/Hendrik_Van_Eck_Airport
WKF	FAWK	Waterkloof Air Force Base	medium_airport	SRID=4326;POINT(28.2224998474 -25.8299999237)	Africa	South Africa	ZA	Gauteng	ZA-GT	Pretoria		https://en.wikipedia.org/wiki/AFB_Waterkloof
VIR	FAVG	Virginia Airport	medium_airport	SRID=4326;POINT(31.058399 -29.770599)	Africa	South Africa	ZA	Kwazulu-Natal	ZA-NL	Durban		https://en.wikipedia.org/wiki/Virginia_Airport
SZK	FASZ	Skukuza Airport	medium_airport	SRID=4326;POINT(31.5886993408 -24.960899353)	Africa	South Africa	ZA	Mpumalanga	ZA-MP	Skukuza		https://en.wikipedia.org/wiki/Skukuza_Airport
RCB	FARB	Richards Bay Airport	medium_airport	SRID=4326;POINT(32.0920982361 -28.7409992218)	Africa	South Africa	ZA	Kwazulu-Natal	ZA-NL	Richards Bay		https://en.wikipedia.org/wiki/Richards_Bay_Airport
SIS	FASS	Sishen Airport	medium_airport	SRID=4326;POINT(22.9993 -27.6486)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Sishen		
ZEC	FASC	Secunda Airport	medium_airport	SRID=4326;POINT(29.1700992584 -26.52409935)	Africa	South Africa	ZA	Mpumalanga	ZA-MP	Secunda		
MGH	FAMG	Margate Airport	medium_airport	SRID=4326;POINT(30.343000412 -30.8574008942)	Africa	South Africa	ZA	Kwazulu-Natal	ZA-NL	Margate		https://en.wikipedia.org/wiki/Margate_Airport
PBZ	FAPG	Plettenberg Bay Airport	medium_airport	SRID=4326;POINT(23.328723 -34.08816)	Africa	South Africa	ZA	Western Cape	ZA-WC	Plettenberg Bay		https://en.wikipedia.org/wiki/Plettenberg_Bay_Aerodrome
KXE	FAKD	P C Pelser Airport	medium_airport	SRID=4326;POINT(26.718 -26.871099)	Africa	South Africa	ZA	North-West	ZA-NW	Klerksdorp		https://en.wikipedia.org/wiki/Klerksdorp_Airport
VRU	FAVB	Vryburg Airport	medium_airport	SRID=4326;POINT(24.7287998199 -26.9824008942)	Africa	South Africa	ZA	North-West	ZA-NW	Vyrburg		https://en.wikipedia.org/wiki/Vryburg_Airport
MBD	FAMM	Mmabatho International Airport	medium_airport	SRID=4326;POINT(25.5480003357 -25.7984008789)	Africa	South Africa	ZA	North-West	ZA-NW	Mafeking		https://en.wikipedia.org/wiki/Mmabatho_International_Airport
UTT	FAUT	K. D. Matanzima Airport	medium_airport	SRID=4326;POINT(28.6733551025 -31.5463631849)	Africa	South Africa	ZA	Eastern Cape	ZA-EC	Mthatha		https://en.wikipedia.org/wiki/K.D._Matanzima_Airport
PTG	FAPP	Polokwane International Airport	medium_airport	SRID=4326;POINT(29.458615 -23.845269)	Africa	South Africa	ZA	Limpopo	ZA-NP	Polokwane		https://en.wikipedia.org/wiki/Polokwane_International_Airport
BIY	FABE	Bisho Airport	medium_airport	SRID=4326;POINT(27.2791 -32.897099)	Africa	South Africa	ZA	Eastern Cape	ZA-EC	Bisho		https://en.wikipedia.org/wiki/Bhisho_Airport
MZQ	FAMU	Mkuze Airport	medium_airport	SRID=4326;POINT(32.0443000793 -27.6261005402)	Africa	South Africa	ZA	Kwazulu-Natal	ZA-NL	Mkuze		
NCS	FANC	Newcastle Airport	medium_airport	SRID=4326;POINT(29.9769001007 -27.7705993652)	Africa	South Africa	ZA	Kwazulu-Natal	ZA-NL	Newcastle		https://en.wikipedia.org/wiki/Newcastle_Airport_(South_Africa)
SBU	FASB	Springbok Airport	medium_airport	SRID=4326;POINT(17.9395999908 -29.6893005371)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Springbok		
AAM	FAMD	Malamala Airport	medium_airport	SRID=4326;POINT(31.544085 -24.816866)	Africa	South Africa	ZA	Mpumalanga	ZA-MP	Malamala		https://en.wikipedia.org/wiki/Mala_Mala_Airport
AGZ	FAAG	Aggeneys Airport	medium_airport	SRID=4326;POINT(18.8139 -29.281799)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Aggeneys		https://en.wikipedia.org/wiki/Aggeneys_Airport
ALJ	FAAB	Alexander Bay Airport	medium_airport	SRID=4326;POINT(16.5333 -28.575001)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Alexander Bay		https://en.wikipedia.org/wiki/Alexander_Bay_Airport
LAY	FALY	Ladysmith Airport	medium_airport	SRID=4326;POINT(29.7497005463 -28.5816993713)	Africa	South Africa	ZA	Kwazulu-Natal	ZA-NL	Ladysmith		https://en.wikipedia.org/wiki/Ladysmith_Airport
OUH	FAOH	Oudtshoorn Airport	medium_airport	SRID=4326;POINT(22.188999176 -33.6069984436)	Africa	South Africa	ZA	Western Cape	ZA-WC	Oudtshoorn		
JOH	FAPJ	Port St Johns Airport	medium_airport	SRID=4326;POINT(29.52175 -31.60612)	Africa	South Africa	ZA	Eastern Cape	ZA-EC	Port St Johns		
UTW	FAQT	Queenstown Airport	medium_airport	SRID=4326;POINT(26.8822002411 -31.9202003479)	Africa	South Africa	ZA	Eastern Cape	ZA-EC	Queenstown		
FCB	FAFB	Ficksburg Sentraoes Airport	medium_airport	SRID=4326;POINT(27.9088993073 -28.8230991364)	Africa	South Africa	ZA	Free State	ZA-FS	Ficksburg		
KLZ	FAKZ	Kleinsee Airport	medium_airport	SRID=4326;POINT(17.0939998627 -29.6884002686)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Kleinsee		https://en.wikipedia.org/wiki/Kleinzee_Airport
KMH	FAKU	Johan Pienaar Airport	medium_airport	SRID=4326;POINT(23.4113998413 -27.4566993713)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Kuruman		https://en.wikipedia.org/wiki/Johan_Pienaar_Airport
SDB	FALW	Langebaanweg Airport	medium_airport	SRID=4326;POINT(18.1602993011 -32.9688987732)	Africa	South Africa	ZA	Western Cape	ZA-WC	Langebaanweg		https://en.wikipedia.org/wiki/AFB_Langebaanweg
ROD	FARS	Robertson Airport	medium_airport	SRID=4326;POINT(19.9028 -33.812199)	Africa	South Africa	ZA	Western Cape	ZA-WC	Robertson		https://en.wikipedia.org/wiki/Robertson_Airfield
LTA	FATZ	Tzaneen Airport	medium_airport	SRID=4326;POINT(30.3293 -23.8244)	Africa	South Africa	ZA	Limpopo	ZA-NP	Tzaneen		https://af.wikipedia.org/wiki/Tzaneen-lughawe
VRE	FAVR	Vredendal Airport	medium_airport	SRID=4326;POINT(18.5447998047 -31.6410007477)	Africa	South Africa	ZA	Western Cape	ZA-WC	Vredendal		
HRS	FAHR	Harrismith Airport	medium_airport	SRID=4326;POINT(29.106199 -28.2351)	Africa	South Africa	ZA	Free State	ZA-FS	Harrismith		https://en.wikipedia.org/wiki/Harrismith_Airport
LMR	FALC	Lime Acres Finsch Mine Airport	medium_airport	SRID=4326;POINT(23.4391002655 -28.3600997925)	Africa	South Africa	ZA	Northern Cape	ZA-NC	Lime Acres		
